id,page,bbox,text length,text
1661,page 57 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300842285156, 365.06378173828125, 297.4930114746094, 406.5597839355469)",40,"We seek to understand, avoid and respond to any potential impacts our activities may have on biodiversity and ecosystem services. We do this by protecting the local environments near our operations, which may include wetlands, natural habitats, and threatened species. "
1662,page 57 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300842285156, 415.06378173828125, 278.3330078125, 436.5597839355469)",20,We are committed to not exploring for or developing oil and gas resources within natural and mixed World Heritage Sites. 
1663,page 57 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300842285156, 444.61578369140625, 292.1329650878906, 526.5597534179688)",68,"BIODIVERSITY MANAGEMENT We aim to minimise the impact of our projects on biodiversity and ecosystems by applying the mitigation hierarchy, a decision-making framework that involves a sequence of four key actions: avoid, minimise, restore and offset. We first aim to avoid impacts on biodiversity and ecosystems. Where avoidance is impossible, we aim to minimise our impact and, where necessary, we apply mitigation measures and actively monitor their success. "
1664,page 57 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300842285156, 535.0637817382812, 298.4850158691406, 596.5597534179688)",55,"Where our operations have had an impact, we work with conservation experts and communities to restore ecosystems by planting vegetation, for example, or redesigning parts of our operations to reduce their effect on local wildlife. We also look for opportunities to make a positive contribution to conservation, such as taking part in environmental research projects. "
1665,page 57 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300842285156, 604.6157836914062, 296.8849792480469, 646.5597534179688)",29,"RESTORING AND PROTECTING HABITATS We work with the International Union for Conservation of Nature (IUCN) to protect areas such as nature reserves, wilderness areas and habitats for certain species. "
1666,page 57 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300842285156, 655.0637817382812, 297.22894287109375, 716.5597534179688)",49,"IUCN and Shell Petroleum Development Company of Nigeria Limited (SPDC) have worked together since 2012 in Nigeria to enhance remediation techniques and protect biodiversity at sites affected by oil spills. This work includes using bioremediation, a process that uses micro-organisms to naturally break down, and ultimately remove, oil contamination. "
1667,page 57 of ../pdf/shell-sustainability-report-2020.pdf,"(320.31500244140625, 512.7717895507812, 537.05126953125, 537.59326171875)",22,Shell Petroleum Development Company of Nigeria Limited is working with IUCN to enhance remediation techniques and protect biodiversity in the Niger Delta. 
1668,page 57 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 552.9208374023438, 552.7538452148438, 654.4168090820312)",100,"In 2017, SPDC and IUCN joined forces on the Niger Delta Biodiversity Technical Advisory Group, which also includes representatives from the Nigerian Conservation Foundation. In 2020, the advisory group assessed the baseline field reports of two pilot sites containing fresh water and swamp forests and set out its aims and timeline for work at the sites. Field visits to the remote locations were disrupted due to COVID-19 restrictions. The advisory group is also analysing other potential pilot sites identified by SPDC and is planning an engagement session with the regulatory agencies in Nigeria (see Spill response and prevention in Nigeria). "
1669,page 57 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 662.9208374023438, 547.93798828125, 694.4168090820312)",23,We also collaborate with other global organisations such as Earthwatch on environmental research and conservation projects and to raise awareness among Shell staff. 
1670,page 57 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 702.9208374023438, 552.298095703125, 754.4168090820312)",50,"We carefully consider and aim to respond to any potential impacts our activities may have on biodiversity and ecosystems. In Queensland, Australia, for example, the Shell-operated QGC natural gas project in the Surat Basin extensively monitors biodiversity to identify, avoid and minimise its potential impact on threatened plants, animals and "
1671,page 57 of ../pdf/shell-sustainability-report-2020.pdf,"(85.91401672363281, 36.95581817626953, 495.98699951171875, 60.914794921875)",16,1. 2. 3. 4. 5. 6. 7. SUSTAINABILITY AT SHELL OUR CORE VALUES ACHIEVING NET-ZERO EMISSIONS 
1672,page 57 of ../pdf/shell-sustainability-report-2020.pdf,"(296.37799072265625, 36.95679473876953, 335.1319580078125, 53.414794921875)",2,RESPECTING NATURE 
1673,page 57 of ../pdf/shell-sustainability-report-2020.pdf,"(363.33697509765625, 37.29279708862305, 470.84991455078125, 60.914794921875)",5,POWERING LIVES GENERATING SHAREHOLDER VALUE 
1674,page 57 of ../pdf/shell-sustainability-report-2020.pdf,"(497.25494384765625, 37.29279708862305, 539.9509887695312, 60.914794921875)",3,OUR PERFORMANCE DATA 
1675,page 57 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69293212890625, 764.6267700195312, 225.89988708496094, 775.9592895507812)",5,55 Shell Sustainability Report 2020 
1676,page 58 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 96.56377410888672, 297.4610290527344, 148.05978393554688)",53,"ecosystems. This has meant that since construction of QGC’s liquefied natural gas plant started in 2010, only 34% of disturbance to endangered ecosystems, ecosystems of concern and essential habitats has occurred compared with what was initially predicted. Shell has a majority interest in QGC as a result of the BG acquisition in 2016. "
1677,page 58 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 156.56378173828125, 293.3890075683594, 208.05978393554688)",44,"QGC manages the 10,000-hectare Valkyrie area of open woodland as part of its strategy to offset the project’s carbon emissions and impact on biodiversity. QGC protects or redevelops ecosystems in Valkyrie to generate carbon credits that energy customers can buy to offset their emissions. "
1678,page 58 of ../pdf/shell-sustainability-report-2020.pdf,"(66.61399841308594, 364.2718200683594, 280.9969482421875, 381.59332275390625)",11,Valkyrie in Australia is home to an 800-hectare endangered-native-forest regeneration project. 
1679,page 58 of ../pdf/shell-sustainability-report-2020.pdf,"(56.6929931640625, 396.9208068847656, 271.6769714355469, 418.41680908203125)",10,"For more on our approach to biodiversity, visit www.shell.com/ biodiversity "
1680,page 58 of ../pdf/shell-sustainability-report-2020.pdf,"(56.6929931640625, 426.9208068847656, 253.14097595214844, 448.41680908203125)",9,Find out more about our commitments at www.shell.com/ environmentally-sensitive-areas 
1681,page 58 of ../pdf/shell-sustainability-report-2020.pdf,"(56.6929931640625, 456.4728088378906, 289.7890319824219, 498.41680908203125)",24,"ENVIRONMENTAL PARTNERS We work with partners to reduce our environmental impact, improve areas around our operations and ensure local communities benefit from our presence. "
1682,page 58 of ../pdf/shell-sustainability-report-2020.pdf,"(56.6929931640625, 506.92083740234375, 297.220947265625, 528.4168090820312)",17,We share our scientific and conservation knowledge with industry and environmental groups and engage on sustainability challenges. 
1683,page 58 of ../pdf/shell-sustainability-report-2020.pdf,"(56.6929931640625, 536.4728393554688, 293.0129699707031, 598.4168090820312)",53,"IUCN collaborations The International Union for Conservation of Nature (IUCN) has been our global partner focusing on biodiversity policy and projects for more than 20 years. In 2020, together we developed a set of guidelines for mitigating the impact of solar and wind projects on biodiversity and a global standard for nature-based solutions. "
1684,page 58 of ../pdf/shell-sustainability-report-2020.pdf,"(320.31500244140625, 244.27178955078125, 517.3173217773438, 261.5932922363281)",12,Western gray whales are the focus of environmental impact studies in Russia. 
1685,page 58 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 276.9207763671875, 551.4180297851562, 338.4167785644531)",58,IUCN has also set up independent scientific panels to help us mitigate environmental impacts. The Western Gray Whale Advisory Panel continued to advise Sakhalin Energy Investment Company Ltd (Shell interest 27.5%) in Russia on assessing and managing its impact on western gray whales. The panel is preparing its final conclusions which are due to be released in 2021. 
1686,page 58 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 346.9207763671875, 549.825927734375, 388.4167785644531)",38,"In the Niger Delta, IUCN and Shell Petroleum Development Company of Nigeria Limited (SPDC) continued to collaborate with others to monitor the biodiversity recovery in areas where SPDC’s new remediation standard is being applied to clean up spills. "
